0,60|0,40|$13.876,52
0,80|0,40|$16.451,75
1,00|0,40|$18.453,78
1,20|0,40|$21.315,55
1,00|0,60|$25.178,98
1,00|0,90|$29.613,38
1,00|1,00|$26.752,67
1,20|1,00|$28.183,62
1,50|1,00|$32.188,61
1,20|1,10|$29.327,90
1,50|1,10|$33.619,56
1,50|1,50|$42.204,06
1,20|2,00|$64.379,58
1,50|2,00|$78.685,50
1,80|2,00|$82.978,34
2,00|2,00|$92.992,60
